Drug1,Drug2,Cell_line,Loewe
DB00481,DB01181,ACH-000861,-9.22
DB00481,DB01181,ACH-000900,-2.37
DB00481,DB01181,ACH-000966,-3.57
DB00481,DB01181,ACH-000969,-1.99
DB00481,DB01181,ACH-000971,-3.52
DB00481,DB01181,ACH-000997,-7.58
DB00481,DB01181,ACH-001151,-3.77
DB00481,DB01181,ACH-001190,1.18
DB00481,DB01204,ACH-000001,-11.46
DB00481,DB01204,ACH-000002,-14.93
DB00481,DB01204,ACH-000019,0.11
DB00481,DB01204,ACH-000090,-13.52
DB00481,DB01204,ACH-000147,-4.47
DB00481,DB01204,ACH-000148,-18.4
DB00481,DB01204,ACH-000232,-3.76
DB00481,DB01204,ACH-000367,-19.24
DB00481,DB01204,ACH-000376,-19.09
DB00481,DB01204,ACH-000425,-13.65
DB00481,DB01204,ACH-000428,-4.5
DB00481,DB01204,ACH-000433,2.28
DB00481,DB01204,ACH-000477,-6.92
DB00481,DB01204,ACH-000504,-17.48
DB00481,DB01204,ACH-000551,-0.24
DB00481,DB01204,ACH-000579,-1.7
DB00481,DB01204,ACH-000615,-15.35
DB00481,DB01204,ACH-000617,-1.46
DB00481,DB01204,ACH-000649,0.82
DB00481,DB01204,ACH-000651,0.42
DB00481,DB01204,ACH-000655,-23.35
DB00481,DB01204,ACH-000681,-26.57
DB00481,DB01204,ACH-000706,-27.78
DB00481,DB01204,ACH-000730,-15.64
DB00481,DB01204,ACH-000750,-0.68
DB00481,DB01204,ACH-000811,-16.55
DB00481,DB01204,ACH-000825,-8.87
DB00481,DB01204,ACH-000849,-4.77
DB00481,DB01204,ACH-000861,-25.77
DB00481,DB01204,ACH-000900,-31.28
DB00481,DB01204,ACH-000966,-19.17
DB00481,DB01204,ACH-000969,-24.98
DB00481,DB01204,ACH-000971,-15.13
DB00481,DB01204,ACH-000997,-27.71
DB00481,DB01204,ACH-001190,-26.11
DB00481,DB01206,ACH-000001,-1.4
DB00481,DB01206,ACH-000002,-0.58
DB00481,DB01206,ACH-000019,1.36
DB00481,DB01206,ACH-000046,-2.69
DB00481,DB01206,ACH-000090,-0.52
DB00481,DB01206,ACH-000147,2.72
DB00481,DB01206,ACH-000148,-1.46
DB00481,DB01206,ACH-000232,-1.07
DB00481,DB01206,ACH-000273,2.69
DB00481,DB01206,ACH-000288,-1.21
DB00481,DB01206,ACH-000343,1.78
DB00481,DB01206,ACH-000367,-4.8
DB00481,DB01206,ACH-000376,0.25
DB00481,DB01206,ACH-000425,-1.85
DB00481,DB01206,ACH-000428,0.82
DB00481,DB01206,ACH-000433,0.08
DB00481,DB01206,ACH-000463,0.66
DB00481,DB01206,ACH-000477,-1.04
DB00481,DB01206,ACH-000504,1.19
DB00481,DB01206,ACH-000551,16.69
DB00481,DB01206,ACH-000552,-2.94
DB00481,DB01206,ACH-000555,-2.54
DB00481,DB01206,ACH-000579,1.41
DB00481,DB01206,ACH-000615,-1.94
DB00481,DB01206,ACH-000617,0.49
DB00481,DB01206,ACH-000649,1.79
DB00481,DB01206,ACH-000651,2.57
DB00481,DB01206,ACH-000655,1.28
DB00481,DB01206,ACH-000681,-2.03
DB00481,DB01206,ACH-000696,5.78
DB00481,DB01206,ACH-000706,-3.7
DB00481,DB01206,ACH-000730,0.51
DB00481,DB01206,ACH-000750,1.21
DB00481,DB01206,ACH-000811,1.87
DB00481,DB01206,ACH-000825,3.97
DB00481,DB01206,ACH-000849,4.8
DB00481,DB01206,ACH-000861,-3.25
DB00481,DB01206,ACH-000900,-3.82
DB00481,DB01206,ACH-000966,-4.18
DB00481,DB01206,ACH-000969,-4
DB00481,DB01206,ACH-000971,-3.12
DB00481,DB01206,ACH-000997,2.44
DB00481,DB01206,ACH-001151,-3.18
DB00481,DB01217,ACH-000001,-1.82
DB00481,DB01217,ACH-000002,4.56
DB00481,DB01217,ACH-000019,5.9
DB00481,DB01217,ACH-000046,-6.11
DB00481,DB01217,ACH-000090,0.95
DB00481,DB01217,ACH-000147,1.57
DB00481,DB01217,ACH-000148,-1.99
DB00481,DB01217,ACH-000232,-0.97
DB00481,DB01217,ACH-000273,-2.42
DB00481,DB01217,ACH-000288,-0.24
DB00481,DB01217,ACH-000343,-3.54
DB00481,DB01217,ACH-000367,-10.27
DB00481,DB01217,ACH-000376,-2.28
DB00481,DB01217,ACH-000425,1.49
DB00481,DB01217,ACH-000433,-0.53
DB00481,DB01217,ACH-000477,-3.7
DB00481,DB01217,ACH-000504,-1.51
DB00481,DB01217,ACH-000551,-0.43
DB00481,DB01217,ACH-000552,-3.31
DB00481,DB01217,ACH-000555,-1.48
DB00481,DB01217,ACH-000579,0.3
DB00481,DB01217,ACH-000615,3.06
DB00481,DB01217,ACH-000617,1.24
DB00481,DB01217,ACH-000649,-1.63
DB00481,DB01217,ACH-000651,3.79
DB00481,DB01217,ACH-000655,-0.96
DB00481,DB01217,ACH-000681,2.62
DB00481,DB01217,ACH-000696,-9.14
DB00481,DB01217,ACH-000706,3.05
DB00481,DB01217,ACH-000730,1.13
DB00481,DB01217,ACH-000750,-0.81
DB00481,DB01217,ACH-000768,-8.11
DB00481,DB01217,ACH-000811,-4.65
DB00481,DB01217,ACH-000849,-0.43
DB00481,DB01217,ACH-000861,-2.61
DB00481,DB01217,ACH-000966,-31.45
DB00481,DB01217,ACH-000969,-1.27
DB00481,DB01217,ACH-000971,-2.08
DB00481,DB01217,ACH-000997,2.07
DB00481,DB01217,ACH-001151,-3.65
DB00481,DB01217,ACH-001190,2.73
DB00481,DB01229,ACH-000001,-43.59
DB00481,DB01229,ACH-000002,-50.05
DB00481,DB01229,ACH-000046,-33.04
DB00481,DB01229,ACH-000090,-50.41
DB00481,DB01229,ACH-000147,-8.21
DB00481,DB01229,ACH-000232,-37.35
DB00481,DB01229,ACH-000273,-47.93
DB00481,DB01229,ACH-000343,-51.36
DB00481,DB01229,ACH-000376,-16.89
DB00481,DB01229,ACH-000425,-48.05
DB00481,DB01229,ACH-000428,-2.01
DB00481,DB01229,ACH-000433,-29.96
DB00481,DB01229,ACH-000463,-48.62
DB00481,DB01229,ACH-000477,-47.11
DB00481,DB01229,ACH-000504,-13.82
DB00481,DB01229,ACH-000551,0.94
DB00481,DB01229,ACH-000555,-17.78
DB00481,DB01229,ACH-000579,-27.27
DB00481,DB01229,ACH-000615,-30.51
DB00481,DB01229,ACH-000617,-44.58
DB00481,DB01229,ACH-000649,-35.07
DB00481,DB01229,ACH-000651,-7.94
DB00481,DB01229,ACH-000655,-6.79
DB00481,DB01229,ACH-000696,-45.21
DB00481,DB01229,ACH-000706,-23.05
DB00481,DB01229,ACH-000730,-40.88
DB00481,DB01229,ACH-000750,-43.42
DB00481,DB01229,ACH-000811,-17.38
DB00481,DB01229,ACH-000825,-29.41
DB00481,DB01229,ACH-000861,-28.28
DB00481,DB01229,ACH-000900,-38.01
DB00481,DB01229,ACH-000969,-53.85
DB00481,DB01229,ACH-000971,-46.55
DB00481,DB01229,ACH-000997,-57.97
DB00481,DB01229,ACH-001151,-39.4
DB00481,DB01229,ACH-001190,-47.62
DB00481,DB01248,ACH-000001,-17.46
DB00481,DB01248,ACH-000002,-36.52
DB00481,DB01248,ACH-000019,-10.02
DB00481,DB01248,ACH-000046,-5.32
DB00481,DB01248,ACH-000090,-39.71
DB00481,DB01248,ACH-000147,-11.75
DB00481,DB01248,ACH-000148,-18.92
DB00481,DB01248,ACH-000232,-23.62
DB00481,DB01248,ACH-000288,-43.47
DB00481,DB01248,ACH-000343,-41.69
DB00481,DB01248,ACH-000376,-23.55
DB00481,DB01248,ACH-000425,-35.91
DB00481,DB01248,ACH-000428,-1.04
DB00481,DB01248,ACH-000433,-34.39
DB00481,DB01248,ACH-000463,-40.26
DB00481,DB01248,ACH-000477,-12.8
DB00481,DB01248,ACH-000504,1.82
DB00481,DB01248,ACH-000551,-25.35
DB00481,DB01248,ACH-000552,-41.45
DB00481,DB01248,ACH-000555,-16.97
DB00481,DB01248,ACH-000579,-23.21
DB00481,DB01248,ACH-000615,-26.02
DB00481,DB01248,ACH-000617,-33.37
DB00481,DB01248,ACH-000649,-39.94
DB00481,DB01248,ACH-000655,-30.35
DB00481,DB01248,ACH-000681,-29.54
DB00481,DB01248,ACH-000696,-33.37
DB00481,DB01248,ACH-000706,-59.46
DB00481,DB01248,ACH-000730,-36.26
DB00481,DB01248,ACH-000750,-54.1
DB00481,DB01248,ACH-000768,-34.52
DB00481,DB01248,ACH-000825,-29.52
DB00481,DB01248,ACH-000849,-44.28
DB00481,DB01248,ACH-000861,-33.97
DB00481,DB01248,ACH-000900,-44.97
DB00481,DB01248,ACH-000966,-16.95
DB00481,DB01248,ACH-000969,-46.65
DB00481,DB01248,ACH-000971,-38.16
DB00481,DB01248,ACH-000997,1.68
DB00481,DB01248,ACH-001151,-41.75
DB00481,DB01248,ACH-001190,-31.38
DB00481,DB01254,ACH-000001,-13.97
DB00481,DB01254,ACH-000019,3.87
DB00481,DB01254,ACH-000046,-37.04
DB00481,DB01254,ACH-000090,-0.03
DB00481,DB01254,ACH-000147,5.78
DB00481,DB01254,ACH-000148,-16.01
DB00481,DB01254,ACH-000232,0.54
DB00481,DB01254,ACH-000273,3.23
DB00481,DB01254,ACH-000288,-22.75
DB00481,DB01254,ACH-000343,-22.48
DB00481,DB01254,ACH-000367,-16.08
DB00481,DB01254,ACH-000376,-10.51
DB00481,DB01254,ACH-000425,-6.96
DB00481,DB01254,ACH-000433,-35.1
DB00481,DB01254,ACH-000463,18.45
DB00481,DB01254,ACH-000477,0.45
DB00481,DB01254,ACH-000504,-21.34
DB00481,DB01254,ACH-000551,-4.5
DB00481,DB01254,ACH-000552,-21.55
DB00481,DB01254,ACH-000555,-10.89
DB00481,DB01254,ACH-000579,-3.72
DB00481,DB01254,ACH-000615,-3
DB00481,DB01254,ACH-000617,-9.9
DB00481,DB01254,ACH-000649,-28.28
DB00481,DB01254,ACH-000651,0.07
DB00481,DB01254,ACH-000655,-1.89
DB00481,DB01254,ACH-000681,-39.34
DB00481,DB01254,ACH-000696,-9.22
DB00481,DB01254,ACH-000706,-12.6
DB00481,DB01254,ACH-000730,-10.17
DB00481,DB01254,ACH-000750,7.13
DB00481,DB01254,ACH-000768,-42.28
DB00481,DB01254,ACH-000825,-38.7
DB00481,DB01254,ACH-000849,1.39
DB00481,DB01254,ACH-000861,-10.88
DB00481,DB01254,ACH-000900,-14.25
DB00481,DB01254,ACH-000966,-12.13
DB00481,DB01254,ACH-000969,-9.73
DB00481,DB01254,ACH-000971,-7.82
DB00481,DB01254,ACH-000997,-4.41
DB00481,DB01254,ACH-001151,-3.72
DB00481,DB01259,ACH-000001,-2.39
DB00481,DB01259,ACH-000002,-12.64
DB00481,DB01259,ACH-000019,-3.84
DB00481,DB01259,ACH-000046,-3.16
DB00481,DB01259,ACH-000090,2.13
DB00481,DB01259,ACH-000147,5.69
DB00481,DB01259,ACH-000148,-6.87
DB00481,DB01259,ACH-000232,1.9
DB00481,DB01259,ACH-000273,-1.96
DB00481,DB01259,ACH-000288,-0.92
DB00481,DB01259,ACH-000343,-19.89
DB00481,DB01259,ACH-000367,-2.85
DB00481,DB01259,ACH-000376,-1.82
DB00481,DB01259,ACH-000425,-3.14
DB00481,DB01259,ACH-000428,-0.22
DB00481,DB01259,ACH-000433,7.36
DB00481,DB01259,ACH-000463,9.42
DB00481,DB01259,ACH-000477,-1.95
DB00481,DB01259,ACH-000504,-4.39
DB00481,DB01259,ACH-000551,0.66
DB00481,DB01259,ACH-000552,-3.07
DB00481,DB01259,ACH-000555,-8.49
DB00481,DB01259,ACH-000579,-4.07
DB00481,DB01259,ACH-000615,-0.36
DB00481,DB01259,ACH-000617,-1.51
DB00481,DB01259,ACH-000649,1.49
DB00481,DB01259,ACH-000651,-1.39
DB00481,DB01259,ACH-000655,4.28
DB00481,DB01259,ACH-000681,-0.92
DB00481,DB01259,ACH-000696,-1.99
DB00481,DB01259,ACH-000706,-3.11
DB00481,DB01259,ACH-000730,-5.83
DB00481,DB01259,ACH-000768,-0.78
DB00481,DB01259,ACH-000811,-10.12
DB00481,DB01259,ACH-000825,-1.95
DB00481,DB01259,ACH-000849,-3.61
DB00481,DB01259,ACH-000861,-3.14
DB00481,DB01259,ACH-000966,-8.33
DB00481,DB01259,ACH-000969,-1.25
DB00481,DB01259,ACH-000971,-3.4
DB00481,DB01259,ACH-000997,-2.39
DB00481,DB01259,ACH-001151,1.97
DB00481,DB01259,ACH-001190,-2.33
DB00481,DB01590,ACH-000002,-32.3
DB00481,DB01590,ACH-000019,0.33
DB00481,DB01590,ACH-000090,-14.51
DB00481,DB01590,ACH-000147,3.58
DB00481,DB01590,ACH-000232,-16.38
DB00481,DB01590,ACH-000343,-26.56
DB00481,DB01590,ACH-000425,-9.72
DB00481,DB01590,ACH-000428,-6.22
DB00481,DB01590,ACH-000463,17.6
DB00481,DB01590,ACH-000477,-11.01
DB00481,DB01590,ACH-000552,-15.97
DB00481,DB01590,ACH-000555,-12.96
DB00481,DB01590,ACH-000579,-1.28
DB00481,DB01590,ACH-000651,-7.53
DB00481,DB01590,ACH-000730,-19.05
DB00481,DB01590,ACH-000768,-16.79
DB00481,DB01590,ACH-000825,-36.52
DB00481,DB01590,ACH-000969,-17.3
DB00481,DB01590,ACH-000971,-9.09
DB00481,DB01590,ACH-000997,-13.83
DB00481,DB02546,ACH-000001,-4.56
DB00481,DB02546,ACH-000002,-23.14
DB00481,DB02546,ACH-000019,-1.04
DB00481,DB02546,ACH-000046,-6.64
DB00481,DB02546,ACH-000090,-7.13
DB00481,DB02546,ACH-000147,-2.09
DB00481,DB02546,ACH-000148,-3.7
DB00481,DB02546,ACH-000232,-1.23
DB00481,DB02546,ACH-000273,-7.08
DB00481,DB02546,ACH-000288,-4.78
DB00481,DB02546,ACH-000343,-17.69
DB00481,DB02546,ACH-000367,-11.6
DB00481,DB02546,ACH-000376,-4.6
DB00481,DB02546,ACH-000425,-6
DB00481,DB02546,ACH-000428,2.08
DB00481,DB02546,ACH-000433,-11.53
DB00481,DB02546,ACH-000463,-4.61
DB00481,DB02546,ACH-000477,-18.2
DB00481,DB02546,ACH-000504,-1.96
DB00481,DB02546,ACH-000551,0.53
DB00481,DB02546,ACH-000552,-7.57
DB00481,DB02546,ACH-000555,-1.17
DB00481,DB02546,ACH-000579,-8.01
DB00481,DB02546,ACH-000615,-7.53
DB00481,DB02546,ACH-000617,-10.08
DB00481,DB02546,ACH-000649,-4.31
DB00481,DB02546,ACH-000651,-4.25
DB00481,DB02546,ACH-000655,-13.66
DB00481,DB02546,ACH-000681,-13.04
DB00481,DB02546,ACH-000696,-16.97
DB00481,DB02546,ACH-000706,-6.52
DB00481,DB02546,ACH-000730,-12.49
DB00481,DB02546,ACH-000750,0.01
DB00481,DB02546,ACH-000768,0.07
DB00481,DB02546,ACH-000811,-4.69
DB00481,DB02546,ACH-000825,-11.56
DB00481,DB02546,ACH-000849,-5.69
DB00481,DB02546,ACH-000861,-9.87
DB00481,DB02546,ACH-000900,-15.44
DB00481,DB02546,ACH-000966,-9.33
DB00481,DB02546,ACH-000969,-10.16
DB00481,DB02546,ACH-000971,-14.51
DB00481,DB02546,ACH-000997,-5.3
DB00481,DB02546,ACH-001151,-23.1
DB00481,DB02546,ACH-001190,-12.55
DB00481,DB04845,ACH-000001,-14.16
DB00481,DB04845,ACH-000002,7.31
DB00481,DB04845,ACH-000019,0.74
DB00481,DB04845,ACH-000046,-10.88
DB00481,DB04845,ACH-000090,-1.09
DB00481,DB04845,ACH-000147,4.28
DB00481,DB04845,ACH-000148,-6.39
DB00481,DB04845,ACH-000232,-12.14
DB00481,DB04845,ACH-000273,-3.38
DB00481,DB04845,ACH-000343,-15.2
DB00481,DB04845,ACH-000367,-10.68
DB00481,DB04845,ACH-000376,-9.95
DB00481,DB04845,ACH-000425,-10.08
DB00481,DB04845,ACH-000433,-84.28
DB00481,DB04845,ACH-000463,0.38
DB00481,DB04845,ACH-000477,-11.64
DB00481,DB04845,ACH-000504,-4.42
DB00481,DB04845,ACH-000551,0.96
DB00481,DB04845,ACH-000552,-24.8
DB00481,DB04845,ACH-000555,-0.67
DB00481,DB04845,ACH-000579,-3.47
DB00481,DB04845,ACH-000615,-5.83
DB00481,DB04845,ACH-000617,-25.8
DB00481,DB04845,ACH-000649,-1.6
DB00481,DB04845,ACH-000651,-15.35
DB00481,DB04845,ACH-000655,-7.7
DB00481,DB04845,ACH-000681,-73.76
DB00481,DB04845,ACH-000696,-4.61
DB00481,DB04845,ACH-000706,-18.14
DB00481,DB04845,ACH-000750,-0.11
DB00481,DB04845,ACH-000768,-19.83
DB00481,DB04845,ACH-000825,-3.71
DB00481,DB04845,ACH-000861,-8.05
DB00481,DB04845,ACH-000900,-12.41
DB00481,DB04845,ACH-000966,-5.79
DB00481,DB04845,ACH-000969,-69.77
DB00481,DB04845,ACH-000971,-20.59
DB00481,DB04845,ACH-000997,-5.1
DB00481,DB04845,ACH-001151,-3.69
DB00481,DB04845,ACH-001190,-1.13
DB00481,DB04868,ACH-000001,-3.26
DB00481,DB04868,ACH-000046,1.42
DB00481,DB04868,ACH-000090,3.21
DB00481,DB04868,ACH-000147,-0.5
DB00481,DB04868,ACH-000148,2.18
DB00481,DB04868,ACH-000232,-2.64
DB00481,DB04868,ACH-000273,-2.03
DB00481,DB04868,ACH-000288,-3.58
DB00481,DB04868,ACH-000343,-7.83
DB00481,DB04868,ACH-000367,-2.19
DB00481,DB04868,ACH-000376,-3.37
DB00481,DB04868,ACH-000425,3.46
DB00481,DB04868,ACH-000428,1.44
DB00481,DB04868,ACH-000433,-10.4
DB00481,DB04868,ACH-000463,10.62
DB00481,DB04868,ACH-000477,3.59
DB00481,DB04868,ACH-000504,0.95
DB00481,DB04868,ACH-000551,2.65
DB00481,DB04868,ACH-000552,-3.2
DB00481,DB04868,ACH-000555,-9.86
DB00481,DB04868,ACH-000579,-2.45
DB00481,DB04868,ACH-000615,0.12
DB00481,DB04868,ACH-000617,1.07
DB00481,DB04868,ACH-000649,-0.14
DB00481,DB04868,ACH-000651,-6.54
DB00481,DB04868,ACH-000655,6.11
DB00481,DB04868,ACH-000681,-2.61
DB00481,DB04868,ACH-000696,-2.89
DB00481,DB04868,ACH-000706,0.77
DB00481,DB04868,ACH-000730,-7.78
DB00481,DB04868,ACH-000750,12.13
DB00481,DB04868,ACH-000768,-3.78
DB00481,DB04868,ACH-000811,-0.58
DB00481,DB04868,ACH-000825,0.91
DB00481,DB04868,ACH-000849,-1.28
DB00481,DB04868,ACH-000900,-2.45
DB00481,DB04868,ACH-000966,-1.7
DB00481,DB04868,ACH-000971,2.45
DB00481,DB04868,ACH-000997,-6.95
DB00481,DB04868,ACH-001151,-2.96
DB00481,DB04868,ACH-001190,-0.09
DB00481,DB05294,ACH-000001,-3.06
DB00481,DB05294,ACH-000046,-7.7
DB00481,DB05294,ACH-000147,7.27
DB00481,DB05294,ACH-000463,7.14
DB00481,DB05294,ACH-000750,0.71
DB00481,DB05294,ACH-000768,-7.475
DB00481,DB05294,ACH-000811,-8.17
DB00481,DB05812,ACH-000002,-0.45
DB00481,DB05812,ACH-000148,2.57
DB00481,DB05812,ACH-000376,-2.845
DB00481,DB05812,ACH-000428,-4.69
DB00481,DB05812,ACH-000433,0.51
DB00481,DB05812,ACH-000551,-2.385
DB00481,DB05812,ACH-000615,6.835
DB00481,DB05812,ACH-000617,-2.97
DB00481,DB05812,ACH-000655,1.85
DB00481,DB05812,ACH-000696,2.455
DB00481,DB05812,ACH-000750,-14.91
DB00481,DB05812,ACH-000768,-0.31
DB00481,DB05812,ACH-000900,1.54
DB00481,DB05812,ACH-000969,-11.37
DB00481,DB06626,ACH-000002,-2.68
DB00481,DB06626,ACH-000019,8.845
DB00481,DB06626,ACH-000147,3.61
DB00481,DB06626,ACH-000232,-4.985
DB00481,DB06626,ACH-000367,-3.565
DB00481,DB06626,ACH-000428,-2.46
DB00481,DB06626,ACH-000551,-3.15
DB00481,DB06626,ACH-000555,4.605
DB00481,DB06626,ACH-000579,2.065
DB00481,DB06626,ACH-000615,6.96
DB00481,DB06626,ACH-000651,3.145
DB00481,DB06626,ACH-000681,-1.52
DB00481,DB06626,ACH-000696,4.11
DB00481,DB06626,ACH-000730,8.75
DB00481,DB06626,ACH-000811,2.89
DB00481,DB06626,ACH-000825,4.23
DB00481,DB06626,ACH-000900,1.355
DB00481,DB06626,ACH-000969,-12.2
DB00481,DB06626,ACH-000971,-2.725
DB00481,DB06772,ACH-000002,-30.42
DB00481,DB06772,ACH-000343,-17.17
DB00481,DB06772,ACH-000367,-25.92
DB00481,DB06772,ACH-000376,-33.12
DB00481,DB06772,ACH-000463,-15.81
DB00481,DB06772,ACH-000504,-23.56
DB00481,DB06772,ACH-000617,-35.4
DB00481,DB06772,ACH-000706,-36.71
DB00481,DB06772,ACH-000768,-10.86
DB00481,DB06772,ACH-000811,-7.73
DB00481,DB06772,ACH-000900,-36.58
DB00481,DB06772,ACH-000966,-19
DB00481,DB06772,ACH-000969,-27.6
DB00481,DB06772,ACH-000997,-30.82
DB00481,DB06772,ACH-001151,-16.01
DB00481,DB06813,ACH-000001,-1.58
DB00481,DB06813,ACH-000046,-2.87
DB00481,DB06813,ACH-000090,-40.2
DB00481,DB06813,ACH-000147,4.53
DB00481,DB06813,ACH-000148,-5.1
DB00481,DB06813,ACH-000232,-3.97
DB00481,DB06813,ACH-000288,-0.81
DB00481,DB06813,ACH-000367,-5.43
DB00481,DB06813,ACH-000376,1.87
DB00481,DB06813,ACH-000425,-7.16
DB00481,DB06813,ACH-000433,1.69
DB00481,DB06813,ACH-000463,-1.48
DB00481,DB06813,ACH-000477,-2.34
DB00481,DB06813,ACH-000504,1.36
DB00481,DB06813,ACH-000555,-2.19
DB00481,DB06813,ACH-000579,-2.09
DB00481,DB06813,ACH-000615,-2.69
DB00481,DB06813,ACH-000617,-0.47
DB00481,DB06813,ACH-000649,0.15
DB00481,DB06813,ACH-000651,-7.06
DB00481,DB06813,ACH-000655,0.05
DB00481,DB06813,ACH-000681,-2.81
DB00481,DB06813,ACH-000696,0.86
DB00481,DB06813,ACH-000706,0.24
DB00481,DB06813,ACH-000750,-53.62
DB00481,DB06813,ACH-000768,0.66
DB00481,DB06813,ACH-000811,1.94
DB00481,DB06813,ACH-000825,-1.96
DB00481,DB06813,ACH-000849,4.34
DB00481,DB06813,ACH-000861,1.53
DB00481,DB06813,ACH-000900,1.73
DB00481,DB06813,ACH-000966,-3.53
DB00481,DB06813,ACH-000971,0.74
DB00481,DB06813,ACH-000997,-6.06
DB00481,DB06813,ACH-001151,-1.53
DB00481,DB08828,ACH-000463,4.755
DB00481,DB08828,ACH-000768,-5.895
DB00481,DB08828,ACH-000966,0.835
DB00481,DB08828,ACH-000969,-10.61
DB00481,DB08865,ACH-000148,19.51
DB00481,DB08865,ACH-000551,-5.105
DB00481,DB08865,ACH-000849,5.23
DB00481,DB08865,ACH-000969,-18.84
DB00481,DB08877,ACH-000002,4.68
DB00481,DB08877,ACH-000147,0.2
DB00481,DB08877,ACH-000376,0.095
DB00481,DB08877,ACH-000552,-0.42
DB00481,DB08877,ACH-000617,-2.15
DB00481,DB08877,ACH-000702,-19.22
DB00481,DB08877,ACH-000706,3.65
DB00481,DB08877,ACH-000750,-1.78
DB00481,DB08877,ACH-000825,3.33
DB00481,DB08877,ACH-000997,2.04
DB00481,DB08877,ACH-001190,-0.74
DB00481,DB08881,ACH-000019,-1.32
DB00481,DB08881,ACH-000551,-17.2533333333333
DB00481,DB08881,ACH-000651,-14.02
DB00481,DB08881,ACH-000730,-7.15666666666667
DB00481,DB08881,ACH-000750,-3.15
DB00481,DB08881,ACH-000861,-8.225
DB00481,DB08881,ACH-000900,-5.59
DB00482,DB00531,ACH-000001,-1.9
DB00482,DB00531,ACH-000002,-0.5
DB00482,DB00531,ACH-000090,-3.77
DB00482,DB00531,ACH-000232,3.92
DB00482,DB00531,ACH-000273,-3.54
DB00482,DB00531,ACH-000343,-2.78
DB00482,DB00531,ACH-000367,-1.43
DB00482,DB00531,ACH-000425,-0.15
DB00482,DB00531,ACH-000428,-1.16
DB00482,DB00531,ACH-000433,-3.93
DB00482,DB00531,ACH-000463,-1.9
DB00482,DB00531,ACH-000477,-2.78
DB00482,DB00531,ACH-000551,0.06
DB00482,DB00531,ACH-000552,-9.29
DB00482,DB00531,ACH-000555,0.23
DB00482,DB00531,ACH-000579,0.35
DB00482,DB00531,ACH-000615,-4.66
DB00482,DB00531,ACH-000617,-54.43
DB00482,DB00531,ACH-000649,-1.44
DB00482,DB00531,ACH-000651,-0.64
DB00482,DB00531,ACH-000655,-0.92
DB00482,DB00531,ACH-000681,-2.47
DB00482,DB00531,ACH-000696,-2.23
DB00482,DB00531,ACH-000706,-1.19
DB00482,DB00531,ACH-000750,-0.6
DB00482,DB00531,ACH-000768,-2.5
DB00482,DB00531,ACH-000811,-0.32
DB00482,DB00531,ACH-000825,-6.38
DB00482,DB00531,ACH-000849,-0.89
DB00482,DB00531,ACH-000861,-1.18
DB00482,DB00531,ACH-000900,-4.5
DB00482,DB00531,ACH-000969,-1.77
DB00482,DB00531,ACH-000971,-15.54
DB00482,DB00531,ACH-000997,1.5
DB00482,DB00531,ACH-001151,-2.53
DB00482,DB00544,ACH-000001,-12.12
DB00482,DB00544,ACH-000002,-37.48
DB00482,DB00544,ACH-000019,4.71
DB00482,DB00544,ACH-000090,6.01
DB00482,DB00544,ACH-000147,-6.64
DB00482,DB00544,ACH-000148,-8.39
DB00482,DB00544,ACH-000232,-10.37
DB00482,DB00544,ACH-000273,-18.25
DB00482,DB00544,ACH-000288,-7.06
DB00482,DB00544,ACH-000343,-12.75
DB00482,DB00544,ACH-000367,8.92
DB00482,DB00544,ACH-000376,-9.48
DB00482,DB00544,ACH-000425,-11.27
DB00482,DB00544,ACH-000428,-3
DB00482,DB00544,ACH-000433,0.95
DB00482,DB00544,ACH-000477,-0.4
DB00482,DB00544,ACH-000504,-5.89
DB00482,DB00544,ACH-000551,-20.22
DB00482,DB00544,ACH-000552,-7.02
DB00482,DB00544,ACH-000555,-10.68
DB00482,DB00544,ACH-000579,3.71
DB00482,DB00544,ACH-000615,3.6
DB00482,DB00544,ACH-000617,-7.76
DB00482,DB00544,ACH-000649,-1.08
DB00482,DB00544,ACH-000655,1.89
DB00482,DB00544,ACH-000681,-8.08
DB00482,DB00544,ACH-000696,-6.68
DB00482,DB00544,ACH-000706,-0.49
DB00482,DB00544,ACH-000730,-23.74
DB00482,DB00544,ACH-000768,-6.84
DB00482,DB00544,ACH-000811,0.5
DB00482,DB00544,ACH-000825,-9.36
DB00482,DB00544,ACH-000861,-8.23
DB00482,DB00544,ACH-000900,-7.07
DB00482,DB00544,ACH-000969,-26.65
DB00482,DB00544,ACH-000971,-11.94
DB00482,DB00544,ACH-000997,-12.98
DB00482,DB00544,ACH-001151,-4.75
DB00482,DB00544,ACH-001190,-9.18
DB00482,DB00552,ACH-000001,-4.7
DB00482,DB00552,ACH-000002,-0.09
DB00482,DB00552,ACH-000019,-2.6
DB00482,DB00552,ACH-000046,-4.9
DB00482,DB00552,ACH-000090,-2.54
DB00482,DB00552,ACH-000148,-4.79
DB00482,DB00552,ACH-000232,1.91
DB00482,DB00552,ACH-000273,-7.02
DB00482,DB00552,ACH-000288,-1.32
DB00482,DB00552,ACH-000343,-1.44
DB00482,DB00552,ACH-000367,-4.36
DB00482,DB00552,ACH-000376,-2.09
DB00482,DB00552,ACH-000425,-1.56
DB00482,DB00552,ACH-000428,0.81
DB00482,DB00552,ACH-000433,-4.91
DB00482,DB00552,ACH-000463,-1.01
DB00482,DB00552,ACH-000477,-3
DB00482,DB00552,ACH-000504,-1.19
