drugbank_id,drug_name,drug_FDA,atc_code
DB08906,Fluticasone furoate,approved,R03AK10
DB08906,Fluticasone furoate,approved,R03BA09
DB08907,Canagliflozin,approved,A10BD16
DB08907,Canagliflozin,approved,A10BK02
DB08908,Dimethyl fumarate,approved,L04AX07
DB08909,Glycerol phenylbutyrate,approved,A16AX09
DB08910,Pomalidomide,approved,L04AX06
DB08911,Trametinib,approved,L01EE01
DB08912,Dabrafenib,approved,L01EC02
DB08913,Radium Ra 223 dichloride,approved,
DB08915,Aleglitazar,investigational,
DB08916,Afatinib,approved,L01EB03
DB08917,Ferric carboxymaltose,approved,
DB08918,Levomilnacipran,approved,N06AX28
DB08921,(4R)-limonene,investigational,
DB08922,Perospirone,experimental,
DB08924,Amfecloral,experimental,
DB08925,Adrafinil,withdrawn,N06BX17
DB08926,Acediasulfone,experimental,
DB08927,Amperozide,experimental,
DB08928,Arsthinol,experimental,P01AR01
DB08930,Dolutegravir,approved,J05AR27
DB08930,Dolutegravir,approved,J05AJ03
DB08930,Dolutegravir,approved,J05AR13
DB08930,Dolutegravir,approved,J05AR25
DB08930,Dolutegravir,approved,J05AR21
DB08931,Riociguat,approved,C02KX05
DB08932,Macitentan,approved,C02KX04
DB08932,Macitentan,approved,C02KX54
DB08933,Luliconazole,approved,D01AC18
DB08934,Sofosbuvir,approved,J05AP08
DB08934,Sofosbuvir,approved,J05AP51
DB08934,Sofosbuvir,approved,J05AP55
DB08934,Sofosbuvir,approved,J05AP56
DB08935,Obinutuzumab,approved,L01FA03
DB08936,Chlorcyclizine,approved,R06AE04
DB08937,TAS-102,investigational,
DB08938,Magaldrate,approved,A02AD02
DB08938,Magaldrate,approved,A02AF01
DB08939,Letosteine,experimental,R05CB09
DB08940,Kebuzone,experimental,M01AA06
DB08941,Isoxsuprine,approved,C04AA01
DB08942,Isoxicam,approved,
DB08943,Isoconazole,approved,G01AF07
DB08943,Isoconazole,approved,G01AF20
DB08943,Isoconazole,approved,D01AC05
DB08944,Isoaminile,approved,R05DB04
DB08945,Iotroxic acid,experimental,V08AC02
DB08946,Iopanoic acid,approved,V08AC06
DB08947,Iopamidol,approved,V08AB04
DB08948,Iodamide,withdrawn,V08AA03
DB08949,Inositol nicotinate,approved,C04AC03
DB08950,Indoramin,approved,C02CA02
DB08951,Indoprofen,withdrawn,M01AE10
DB08952,Indenolol,withdrawn,
DB08953,Indalpine,investigational,
DB08954,Ifenprodil,investigational,C04AX28
DB08955,Ibuproxam,withdrawn,M01AE13
DB08956,Hydroxydione,investigational,
DB08957,Hexoprenaline,experimental,R03AC06
DB08957,Hexoprenaline,experimental,R03CC05
DB08958,Hexetidine,approved,G01AX16
DB08958,Hexetidine,approved,A01AB12
DB08960,Hexamethonium,experimental,
DB08961,Azosemide,investigational,
DB08962,Glibornuride,investigational,A10BB04
DB08963,Glafenine,withdrawn,N02BG03
DB08964,Gemeprost,approved,G02AD03
DB08965,Fusafungine,approved,R02AB03
DB08966,Fursultiamine,approved,
DB08967,Dimetotiazine,approved,N02CX05
DB08968,Fominoben,experimental,
DB08969,Flurothyl,withdrawn,
DB08970,Fluprednidene,experimental,D07XB03
DB08970,Fluprednidene,experimental,D07AB07
DB08970,Fluprednidene,experimental,D07CB02
DB08971,Fluocortolone,approved,D07AC05
DB08971,Fluocortolone,approved,D07CC06
DB08971,Fluocortolone,approved,D07BC03
DB08971,Fluocortolone,approved,S01CA04
DB08971,Fluocortolone,approved,D07XC05
DB08971,Fluocortolone,approved,H02AB03
DB08971,Fluocortolone,approved,C05AA08
DB08972,Flumequine,withdrawn,J01MB07
DB08973,Fluclorolone acetonide,approved,
DB08974,Flubendazole,experimental,P02CA05
DB08975,Florantyrone,withdrawn,
DB08976,Floctafenine,approved,N02BG04
DB08978,Fentonium,withdrawn,A03BB04
DB08979,Fenspiride,experimental,R03BX01
DB08979,Fenspiride,experimental,R03DX03
DB08980,Fendiline,withdrawn,C08EA01
DB08981,Fenbufen,approved,M01AE05
DB08982,Etozoline,experimental,
DB08983,Etofibrate,experimental,C10AB09
DB08984,Etofenamate,experimental,M02AA06
DB08985,Etilefrine,approved,C01CA51
DB08985,Etilefrine,approved,C01CA01
DB08986,Etifoxine,investigational,N05BX03
DB08987,Etidocaine,approved,N01BB07
DB08987,Etidocaine,approved,N01BB57
DB08988,Ethoheptazine,approved,
DB08989,Etamivan,withdrawn,R07AB04
DB08990,Eprazinone,experimental,R05CB04
DB08991,Epirizole,experimental,
DB08992,Eperisone,investigational,M03BX09
DB08993,Enviomycin,experimental,J04AB06
DB08994,Ditazole,experimental,B01AC01
DB08995,Diosmin,approved,C05CA03
DB08995,Diosmin,approved,C05CA53
DB08996,Dimetacrine,experimental,N06AA18
DB08997,Dexetimide,withdrawn,N04AA08
DB08998,Demexiptiline,experimental,
DB08999,Cyclopentamine,withdrawn,R01AA02
DB09000,Cyamemazine,experimental,N05AA06
DB09001,Barbexaclone,experimental,N03AA04
DB09002,Cloperastine,experimental,R05DB21
DB09003,Clocapramine,experimental,
DB09004,Clobutinol,withdrawn,R05DB03
DB09005,Batroxobin,experimental,B02BX03
DB09006,Clinofibrate,experimental,
DB09007,Chlorphenoxamine,withdrawn,D04AA34
DB09007,Chlorphenoxamine,withdrawn,R06AA06
DB09007,Chlorphenoxamine,withdrawn,R06AA56
DB09008,Cefaloridine,experimental,J01DB02
DB09009,Articaine,approved,N01BB58
DB09009,Articaine,approved,N01BB08
DB09010,Carmofur,withdrawn,L01BC04
DB09011,Beclamide,experimental,N03AX30
DB09012,Carbazochrome,experimental,B02BX02
DB09013,Befunolol,experimental,S01ED06
DB09014,Captodiame,experimental,N05BB02
DB09015,Canrenoic acid,approved,C03DA02
DB09016,Butriptyline,approved,N06AA15
DB09017,Brotizolam,investigational,N05CD09
DB09018,Bromopride,investigational,A03FA04
DB09019,Bromhexine,approved,R05CB02
DB09020,Bisacodyl,approved,A06AB52
DB09020,Bisacodyl,approved,A06AB02
DB09020,Bisacodyl,approved,A06AG02
DB09021,Benzoctamine,experimental,N05BD01
DB09022,Benfluorex,investigational,A10BX06
DB09023,Benactyzine,withdrawn,
DB09026,Aliskiren,approved,C09XA54
DB09026,Aliskiren,approved,C09XA53
DB09026,Aliskiren,approved,C09DX02
DB09026,Aliskiren,approved,C09XA02
DB09026,Aliskiren,approved,C09XA52
DB09027,Ledipasvir,approved,J05AP51
DB09028,Cytisine,experimental,
DB09029,Secukinumab,approved,L04AC10
DB09030,Vorapaxar,approved,B01AC26
DB09031,Miltefosine,approved,P01CX04
DB09033,Vedolizumab,approved,L04AA33
DB09034,Suvorexant,approved,N05CM19
DB09035,Nivolumab,approved,L01FF01
DB09035,Nivolumab,approved,L01XY03
DB09036,Siltuximab,approved,L04AC11
DB09037,Pembrolizumab,approved,L01FF02
DB09038,Empagliflozin,approved,A10BD19
DB09038,Empagliflozin,approved,A10BD20
DB09038,Empagliflozin,approved,A10BK03
DB09038,Empagliflozin,approved,A10BD27
DB09039,Eliglustat,approved,A16AX10
DB09040,Efinaconazole,approved,D01AC19
DB09041,Tavaborole,approved,D01AE24
DB09042,Tedizolid phosphate,approved,
DB09043,Albiglutide,approved,A10BJ04
DB09045,Dulaglutide,approved,A10BJ05
DB09046,Metreleptin,approved,A16AA07
DB09047,Finafloxacin,approved,
DB09048,Netupitant,approved,
DB09049,Naloxegol,approved,A06AH03
DB09050,Ceftolozane,approved,
DB09051,Elosulfase alfa,approved,A16AB12
DB09052,Blinatumomab,approved,L01FX07
DB09053,Ibrutinib,approved,L01EL01
DB09054,Idelalisib,approved,L01EM01
DB09055,Acipimox,approved,C10AD06
DB09056,Amorolfine,approved,D01AE16
DB09057,Anthrax immune globulin human,approved,
DB09059,Atosiban,approved,G02CX01
DB09060,Avibactam,approved,
DB09061,Cannabidiol,approved,N03AX24
DB09062,Cefminox,experimental,J01DC12
DB09063,Ceritinib,approved,L01ED02
DB09064,Ciprofibrate,approved,C10AB08
DB09065,Cobicistat,approved,J05AR09
DB09065,Cobicistat,approved,J05AR15
DB09065,Cobicistat,approved,J05AR14
DB09065,Cobicistat,approved,J05AR22
DB09065,Cobicistat,approved,J05AR18
DB09065,Cobicistat,approved,V03AX03
DB09066,Corifollitropin alfa,approved,G03GA09
DB09067,Corticorelin ovine triflutate,approved,
DB09068,Vortioxetine,approved,N06AX26
DB09069,Trimetazidine,approved,C01EB15
DB09070,Tibolone,approved,G03CX01
DB09071,Tasimelteon,approved,N05CH03
DB09072,Sodium oxybate,approved,N01AX11
DB09072,Sodium oxybate,approved,N07XX04
DB09073,Palbociclib,approved,L01EF01
DB09074,Olaparib,approved,L01XK01
DB09075,Edoxaban,approved,B01AF03
DB09076,Umeclidinium,approved,R03AL08
DB09076,Umeclidinium,approved,R03AL03
DB09076,Umeclidinium,approved,R03BB07
DB09077,Dinutuximab,approved,L01FX06
DB09078,Lenvatinib,approved,L01EX08
DB09079,Nintedanib,approved,L01EX09
DB09080,Olodaterol,approved,R03AL06
DB09080,Olodaterol,approved,R03AC19
DB09081,Idebenone,approved,N06BX13
DB09082,Vilanterol,approved,R03AL08
DB09082,Vilanterol,approved,R03AK10
DB09082,Vilanterol,approved,R03AL03
DB09083,Ivabradine,approved,C01EB17
DB09083,Ivabradine,approved,C07FX05
DB09083,Ivabradine,approved,C07FX06
DB09084,Benzydamine,approved,A01AD02
DB09084,Benzydamine,approved,M01AX07
DB09084,Benzydamine,approved,M02AA05
DB09084,Benzydamine,approved,G02CC03
DB09084,Benzydamine,approved,R02AX03
DB09085,Tetracaine,approved,C05AD02
DB09085,Tetracaine,approved,N01BA03
DB09085,Tetracaine,approved,D04AB06
DB09085,Tetracaine,approved,N01BA53
DB09085,Tetracaine,approved,S01HA03
DB09086,Eugenol,approved,
DB09087,Potassium alum,approved,
DB09088,Amylocaine,approved,
DB09089,Trimebutine,approved,A03AA05
DB09090,Pinaverium,approved,A03AX04
DB09091,Tixocortol,approved,R01AD57
DB09091,Tixocortol,approved,R01AD07
DB09091,Tixocortol,approved,A07EA05
DB09092,Xanthinol,approved,C04AD02
DB09093,Chlortetracycline,approved,D06AA02
DB09093,Chlortetracycline,approved,S01AA02
DB09093,Chlortetracycline,approved,J01AA03
DB09093,Chlortetracycline,approved,J01AA20
DB09093,Chlortetracycline,approved,A01AB21
DB09094,Podophyllin,approved,
DB09095,Difluocortolone,approved,D07AC06
DB09095,Difluocortolone,approved,D07XC04
DB09095,Difluocortolone,approved,D07BC04
DB09096,Benzoyl peroxide,approved,D10AE01
DB09096,Benzoyl peroxide,approved,D10AE51
DB09097,Quinagolide,approved,G02CB04
DB09098,Somatrem,approved,H01AC02
DB09099,Somatostatin,approved,H01CB01
DB09100,"Thyroid, porcine",approved,
DB09101,Elvitegravir,approved,J05AJ02
DB09101,Elvitegravir,approved,J05AR09
DB09101,Elvitegravir,approved,J05AR18
DB09102,Daclatasvir,approved,J05AP58
DB09102,Daclatasvir,approved,J05AP07
DB09103,Ancestim,approved,L03AA12
DB09104,Magnesium hydroxide,approved,G04BX01
DB09104,Magnesium hydroxide,approved,A02AA04
DB09105,Asfotase alfa,approved,A16AB13
DB09106,Hydroxyethyl Starch,approved,B05AA07
DB09107,Methoxy polyethylene glycol-epoetin beta,approved,B03XA03
DB09108,Simoctocog alfa,approved,
DB09109,Turoctocog alfa,approved,
DB09110,Coenzyme M,approved,R05CB05
DB09110,Coenzyme M,approved,V03AF01
DB09111,Pentastarch,approved,
DB09112,Nitrous acid,approved,V03AB08
DB09113,Poractant alfa,approved,
DB09114,Colfosceril palmitate,approved,R07AA01
DB09115,Diiodohydroxyquinoline,approved,G01AC01
DB09116,Calcium carbimide,approved,N07BB02
DB09117,Paraldehyde,approved,N05CC05
DB09118,Stiripentol,approved,N03AX17
DB09119,Eslicarbazepine acetate,approved,
DB09120,Zucapsaicin,approved,M02AB02
DB09121,Aurothioglucose,approved,M01CB04
DB09122,Peginterferon beta-1a,approved,L03AB13
DB09123,Dienogest,approved,G03AB08
DB09123,Dienogest,approved,G03DB08
DB09123,Dienogest,approved,G03FA15
DB09123,Dienogest,approved,G03AA16
DB09124,Medrogestone,approved,G03DB03
DB09124,Medrogestone,approved,G03FB07
DB09125,Potassium citrate,approved,A12BA02
DB09126,Chorionic Gonadotropin (Human),approved,G03GA01
DB09128,Brexpiprazole,approved,N05AX16
DB09129,Chromic chloride,approved,
DB09130,Copper,approved,
DB09131,Cupric Chloride,approved,
DB09132,Gadoteric acid,approved,V08CA02
DB09133,Iothalamic acid,approved,V08AA04
DB09134,Ioversol,approved,V08AB07
DB09135,Ioxilan,approved,V08AB12
DB09136,Isosulfan blue,approved,
DB09137,Technetium Tc-99m mebrofenin,approved,V09DA04
DB09138,Technetium Tc-99m medronate,approved,V09BA02
DB09139,Technetium Tc-99m oxidronate,approved,V09BA01
DB09140,Oxygen,approved,V03AN01
DB09141,Protamine sulfate,approved,
DB09142,Sincalide,approved,V04CC03
DB09143,Sonidegib,approved,L01XJ02
DB09144,Uridine triacetate,approved,A16AX13
DB09145,Water,approved,
DB09146,Iron sucrose,approved,B03AB02
DB09146,Iron sucrose,approved,V03AE05
DB09147,Ferric pyrophosphate,experimental,
DB09148,Florbetaben F-18,approved,V09AX06
DB09149,Florbetapir (18F),approved,V09AX05
DB09151,Flutemetamol (18F),approved,V09AX04
DB09152,Nitrogen,approved,V03AN04
DB09153,Sodium chloride,approved,B05XA03
DB09153,Sodium chloride,approved,B05CB01
DB09153,Sodium chloride,approved,A12CA01
DB09154,Sodium citrate,approved,B05CB02
DB09155,Helium,approved,V03AN03
DB09156,Iopromide,approved,V08AB05
DB09157,Carbon dioxide,approved,V03AN02
DB09158,Trypan blue free acid,approved,S01KX02
DB09160,Technetium Tc-99m tetrofosmin,approved,V09GA02
DB09161,Technetium Tc-99m sestamibi,approved,V09GA01
DB09163,Technetium Tc-99m exametazime,approved,V09AA01
DB09164,Technetium Tc-99m disofenin,approved,V09DA01
DB09165,Technetium Tc-99m pyrophosphate,approved,V09BA03
DB09166,Etizolam,experimental,N05BA19
DB09167,Dosulepin,approved,N06AA16
DB09168,4-Phenylfentanyl,illicit,
DB09169,3-Allylfentanyl,illicit,
DB09170,β-Hydroxythiofentanyl,illicit,
DB09171,β-Methylfentanyl,illicit,
DB09172,Brifentanil,illicit,
DB09173,Butyrfentanyl,illicit,
DB09174,Lofentanil,illicit,
DB09175,Mirfentanil,experimental,
DB09177,p-Fluorofentanyl,illicit,
DB09178,Phenaridine,illicit,
DB09179,R-30490,experimental,
DB09180,Thienylfentanyl,illicit,
DB09181,Trefentanil,experimental,
DB09182,Benzylfentanyl,illicit,
DB09183,Dasabuvir,approved,J05AP09
DB09183,Dasabuvir,approved,J05AP52
DB09184,Edivoxetine,investigational,
DB09185,Viloxazine,approved,N06AX09
DB09186,Nisoxetine,experimental,
DB09187,Lortalamine,experimental,
DB09188,Amedalin,experimental,
DB09189,Daledalin,experimental,
DB09190,Talopram,experimental,
DB09191,Talsupram,experimental,
DB09192,Tandamine,experimental,
DB09193,"CP-39,332",experimental,
DB09194,Etoperidone,withdrawn,N06AB09
DB09195,Lorpiprazole,approved,
DB09196,Lubazodone,experimental,
DB09197,Mepiprazole,experimental,
DB09198,Lobeglitazone,experimental,A10BG04
DB09198,Lobeglitazone,experimental,A10BD26
DB09199,Netoglitazone,experimental,
DB09200,Rivoglitazone,experimental,
DB09201,Ciglitazone,experimental,
DB09202,Cirazoline,experimental,
DB09203,Synephrine,experimental,S01GA06
DB09203,Synephrine,experimental,S01GA56
DB09203,Synephrine,experimental,C01CA08
DB09204,Arotinolol,investigational,
DB09205,Moxisylyte,approved,C04AX10
DB09205,Moxisylyte,approved,G04BE06
DB09206,Trimazosin,experimental,C02CA03
DB09207,AS-8112,experimental,
DB09208,Pegloticase,approved,M04AX02
DB09209,Pholcodine,approved,R05DA08
DB09210,Piracetam,approved,N06BX03
DB09211,Limaprost,investigational,
DB09212,Loxoprofen,approved,M02AA31
DB09213,Dexibuprofen,approved,M01AE14
DB09214,Dexketoprofen,approved,M02AA27
DB09214,Dexketoprofen,approved,N02AJ14
DB09214,Dexketoprofen,approved,M01AE17
DB09215,Droxicam,withdrawn,M01AC04
DB09216,Tolfenamic acid,approved,M01AG02
DB09217,Firocoxib,experimental,
DB09218,Clonixin,experimental,
DB09219,Bisoxatin,approved,A06AB09
DB09220,Nicorandil,approved,C01DX16
DB09221,Polaprezinc,experimental,
DB09222,Fibrinogen human,approved,B02BB01
DB09223,Blonanserin,investigational,
DB09224,Melperone,investigational,N05AD03
DB09225,Zotepine,approved,N05AX11
DB09226,Brilaroxazine,investigational,
DB09227,Barnidipine,experimental,C08CA12
DB09228,Conestat alfa,approved,B06AC04
DB09229,Aranidipine,experimental,
DB09230,Azelnidipine,investigational,
DB09231,Benidipine,experimental,C08CA15
DB09232,Cilnidipine,investigational,C08CA14
DB09233,Cronidipine,experimental,
DB09234,Darodipine,experimental,
DB09235,Efonidipine,experimental,
DB09236,Lacidipine,approved,C08CA09
DB09237,Levamlodipine,approved,C08CA17
DB09238,Manidipine,approved,C08CA11
DB09238,Manidipine,approved,C09BB12
DB09239,Niguldipine,experimental,
DB09240,Niludipine,experimental,
DB09241,Methylene blue,approved,V03AB17
DB09241,Methylene blue,approved,V04CG05
DB09242,Moxonidine,approved,C02AC05
DB09242,Moxonidine,approved,C02LC05
DB09243,Hydracarbazine,experimental,
DB09244,Pirlindole,experimental,
DB09245,Toloxatone,experimental,N06AG03
DB09246,Benmoxin,withdrawn,
DB09247,Iproclozide,withdrawn,N06AF06
DB09248,Mebanazine,withdrawn,
DB09249,Octamoxin,withdrawn,
DB09250,Pheniprazine,withdrawn,
DB09251,Phenoxypropazine,withdrawn,
DB09252,Pivhydrazine,withdrawn,
DB09253,Safrazine,withdrawn,
DB09254,Caroxazone,withdrawn,
DB09255,Dextran,approved,B05AA05
DB09256,Tegafur,approved,L01BC03
DB09256,Tegafur,approved,L01BC53
DB09257,Gimeracil,approved,
DB09258,Bemiparin,approved,B01AB12
DB09259,Reviparin,approved,B01AB08
DB09260,Parnaparin,approved,B01AB07
DB09261,Certoparin,approved,
DB09262,Imidafenacin,investigational,G04BD14
DB09263,Patiromer,approved,
DB09264,Idarucizumab,approved,V03AB37
DB09265,Lixisenatide,approved,A10AE54
DB09265,Lixisenatide,approved,A10BJ03
DB09266,Technetium Tc-99m tilmanocept,approved,V09IA09
DB09267,Strontium ranelate,approved,M05BX03
DB09267,Strontium ranelate,approved,M05BX53
DB09268,Picosulfuric acid,approved,A06AB08
DB09268,Picosulfuric acid,approved,A06AB58
DB09269,Phenylacetic acid,approved,A16AX30
DB09270,Ubidecarenone,approved,C01EB09
DB09271,Cimetropium,experimental,A03BB05
DB09272,Eluxadoline,approved,A07DA06
DB09273,Doxofylline,experimental,R03DA11
DB09274,Artesunate,approved,P01BE03
DB09274,Artesunate,approved,P01BF09
DB09274,Artesunate,approved,P01BF02
DB09274,Artesunate,approved,P01BF03
DB09274,Artesunate,approved,P01BF06
DB09274,Artesunate,approved,P01BF04
DB09275,Bismuth subcitrate potassium,approved,A02BD08
DB09275,Bismuth subcitrate potassium,approved,A02BX05
DB09276,Sodium aurothiomalate,approved,M01CB01
DB09277,Choline C 11,approved,
DB09278,Activated charcoal,approved,A07BA51
DB09278,Activated charcoal,approved,A07BA01
DB09279,Fimasartan,investigational,C09DA10
DB09279,Fimasartan,investigational,C09CA10
DB09279,Fimasartan,investigational,C09DB09
DB09279,Fimasartan,investigational,C10BX16
DB09280,Lumacaftor,approved,R07AX30
DB09281,Magnesium trisilicate,approved,
DB09282,Molsidomine,approved,C01DX12
DB09283,Trapidil,experimental,C01DX11
DB09284,Imolamine,investigational,C01DX09
DB09285,Morniflumate,experimental,M01AX22
DB09286,Pipamperone,investigational,N05AD05
DB09287,Polyethylene glycol,approved,A06AD15
DB09287,Polyethylene glycol,approved,A06AD65
DB09288,Propacetamol,experimental,N02BE05
DB09289,Tianeptine,investigational,N06AX14
DB09290,Ramosetron,investigational,
DB09291,Rolapitant,approved,A04AD14
DB09292,Sacubitril,approved,C09DX04
DB09293,Iodide I-131,approved,V09FX03
DB09293,Iodide I-131,approved,V10XA01
DB09295,Talniflumate,experimental,
DB09296,Ombitasvir,approved,J05AP53
DB09296,Ombitasvir,approved,J05AP52
DB09297,Paritaprevir,approved,J05AP53
DB09297,Paritaprevir,approved,J05AP52
DB09298,Silibinin,experimental,A05BA03
DB09299,Tenofovir alafenamide,approved,J05AR19
DB09299,Tenofovir alafenamide,approved,J05AR20
DB09299,Tenofovir alafenamide,approved,J05AR17
DB09299,Tenofovir alafenamide,approved,J05AF13
DB09299,Tenofovir alafenamide,approved,J05AR22
DB09299,Tenofovir alafenamide,approved,J05AR18
DB09300,Butylscopolamine,approved,A03DB04
DB09300,Butylscopolamine,approved,A03BB01
DB09301,Chondroitin sulfate,approved,M01AX25
DB09302,Alirocumab,approved,C10AX14
DB09303,Evolocumab,approved,C10AX13
DB09304,Setiptiline,experimental,
DB09305,Aptazapine,experimental,
DB09306,Metralindole,experimental,
DB09307,Oxaprotiline,experimental,
DB09308,Solithromycin,investigational,J01FA16
DB09309,Kitasamycin,experimental,
DB09310,Catridecacog,approved,B02BD11
DB09311,Polycarbophil,experimental,
DB09312,Antilymphocyte immunoglobulin (horse),approved,L04AA03
DB09313,Ioxaglic acid,approved,V08AB03
DB09314,Technetium Tc-99m pertechnetate,approved,V09FX01
DB09315,Xenon-133,approved,V09EX03
DB09316,Thallous chloride,approved,
DB09317,"Synthetic Conjugated Estrogens, A",approved,
DB09318,"Synthetic Conjugated Estrogens, B",approved,
DB09319,Carindacillin,approved,J01CR50
DB09319,Carindacillin,approved,J01CA05
DB09320,Procaine benzylpenicillin,approved,J01CR50
DB09320,Procaine benzylpenicillin,approved,J01CE09
DB09321,Zinc oxide,approved,C05AX04
DB09322,Zinc sulfate,approved,C05AX04
DB09322,Zinc sulfate,approved,A12CB01
DB09322,Zinc sulfate,approved,B05XA18
DB09324,Sulbactam,approved,J01CG01
DB09325,Sodium fluoride,approved,A01AA51
DB09325,Sodium fluoride,approved,A01AA01
DB09325,Sodium fluoride,approved,A12CD01
DB09326,Ammonia N-13,approved,
DB09327,Tegafur-uracil,approved,
DB09328,Vayarin,approved,
DB09329,"Antihemophilic factor (recombinant), PEGylated",approved,
DB09330,Osimertinib,approved,L01EB04
DB09331,Daratumumab,approved,L01FC01
DB09332,Kappadione,approved,
DB09333,Iopodic acid,approved,V08AC08
DB09333,Iopodic acid,approved,V08AC10
DB09334,Seractide acetate,approved,
DB09335,Alatrofloxacin,approved,
DB09336,Technetium Tc-99m nofetumomab merpentan,approved,
DB09337,Medical air,approved,V03AN05
DB09338,Mersalyl,experimental,C03BC01
DB09339,Indium In-111 imciromab pentetate,withdrawn,
DB09340,Tyropanoic acid,approved,V08AC09
DB09341,"Dextrose, unspecified form",approved,
DB09342,Propoxycaine,approved,
DB09343,Tipiracil,approved,
DB09344,Invert sugar,experimental,C05BB03
DB09345,Pramocaine,approved,D04AB07
DB09345,Pramocaine,approved,C05AD07
DB09346,Metrizoic acid,approved,V08AA02
DB09347,Acetrizoic acid,withdrawn,V08AA07
DB09348,Propiolactone,approved,
DB09349,Gastric intrinsic factor,approved,
DB09350,Piperonyl butoxide,approved,
DB09351,Levobetaxolol,approved,
DB09352,Hydroxyamphetamine,approved,
DB09353,Octasulfur,approved,
DB09355,Sulfabenzamide,approved,
DB09356,Protein hydrolysate,approved,
DB09357,Dexpanthenol,approved,D03AX03
DB09357,Dexpanthenol,approved,S01XA12
DB09357,Dexpanthenol,approved,A11HA30
DB09361,Evans blue,investigational,
DB09363,Rauwolfia serpentina root,investigational,C02AA03
DB09363,Rauwolfia serpentina root,investigational,C02LA08
DB09364,Procaine merethoxylline,approved,
DB09366,Propyliodone,approved,V08AD03
DB09369,Polyestradiol phosphate,approved,L02AA02
DB09370,Sodium phosphate P 32,approved,V10XX01
DB09371,Norethynodrel,approved,G03FA09
DB09372,Tannic acid,approved,
DB09373,Trolamine polypeptide oleate condensate,approved,
DB09374,Indocyanine green acid form,approved,
DB09375,Chymotrypsin,approved,S01KX01
DB09375,Chymotrypsin,approved,B06AA04
DB09376,Lapyrium,approved,
DB09377,Undecoylium chloride iodine complex,approved,
DB09378,Fluprednisolone,approved,
DB09379,Sutilain,approved,
DB09380,Sodium chromate Cr-51,approved,
DB09381,Esterified estrogens,approved,
DB09382,Iodohippurate sodium I-131,approved,V09CX02
DB09383,Meprednisone,approved,H02AB15
DB09385,Cyanocobalamin Co-57,approved,
DB09387,Cyanocobalamin Co-60,approved,
DB09388,Rose bengal I-131,approved,
DB09389,Norgestrel,approved,G03FA10
DB09389,Norgestrel,approved,G03FB01
DB09389,Norgestrel,approved,G03AA06
DB09393,Amino acids,investigational,B05BA01
DB09394,Phosphoric acid,approved,
DB09395,Sodium acetate,approved,B05XA08
DB09397,Technetium Tc-99m sulfur colloid,approved,V09DB05
DB09398,Fluoride ion F-18,approved,V09IX06
DB09400,Selenomethionine Se-75,approved,
DB09401,Isosorbide,approved,
DB09403,Iocetamic acid,approved,V08AC07
DB09406,Chlormerodrin Hg-197,approved,
DB09407,Magnesium chloride,approved,A12CC01
DB09407,Magnesium chloride,approved,B05XA11
DB09409,Magnesium acetate tetrahydrate,approved,
DB09411,Technetium Tc-99m etidronate,approved,
DB09413,Monopotassium phosphate,approved,
DB09414,Dipotassium phosphate,approved,
DB09415,Meglumine,approved,
DB09418,Potassium perchlorate,approved,H03BC01
DB09419,Xylose,approved,
DB09420,Iodide I-123,approved,V09FX02
DB09421,Protirelin,approved,V04CJ02
DB09422,Soybean oil,approved,
DB09423,Technetium Tc-99m polyphosphate,approved,
DB09425,Indium In-111 pentetate,approved,V09AX01
DB09429,Albumin iodinated I-125 serum,approved,
DB09430,Albumin iodinated I-131 serum,approved,
DB09436,Technetium Tc-99m succimer,approved,V09CA02
DB09443,Krypton Kr 81m,approved,V09EX01
DB09446,Safflower oil,approved,
DB09447,Technetium Tc-99m albumin colloid,approved,
DB09448,Iodohippurate sodium I-123,approved,V09CX01
DB09449,"Sodium phosphate, monobasic",approved,A06AG01
DB09449,"Sodium phosphate, monobasic",approved,V03AG05
DB09449,"Sodium phosphate, monobasic",approved,A06AD17
DB09449,"Sodium phosphate, monobasic",approved,B05XA09
DB09456,Insulin beef,approved,A10AD02
DB09456,Insulin beef,approved,A10AC02
DB09456,Insulin beef,approved,A10AE02
DB09456,Insulin beef,approved,A10AB02
DB09459,L-tartaric acid,experimental,
DB09460,Sodium carbonate,approved,
DB09461,Xenon Xe-127,approved,
DB09462,Glycerin,approved,A06AX01
DB09462,Glycerin,approved,A06AG04
DB09472,Sodium sulfate,approved,A06AD13
DB09472,Sodium sulfate,approved,A12CA02
DB09473,Indium In-111 oxyquinoline,approved,
DB09477,Enalaprilat,approved,
DB09479,Rubidium Rb-82,approved,
DB09480,Iofetamine I-123,approved,V09AB01
DB09481,Magnesium carbonate,approved,A02AA01
DB09481,Magnesium carbonate,approved,V03AE04
