"","pathway","genes"
"GOBP_OXYGEN_TRANSPORT","GOBP_OXYGEN_TRANSPORT","BPGM,CYGB,HBA1,HBA2,HBB,HBD,HBE1,HBG1,HBG2,HBM,HBQ1,HBZ,IPCEF1,MB,NGB"
"GOBP_O_GLYCAN_PROCESSING","GOBP_O_GLYCAN_PROCESSING","A4GNT,B3GNT2,B3GNT3,B3GNT4,B3GNT5,B3GNT6,B3GNT7,B3GNT8,B4GALT5,C1GALT1,C1GALT1C1,C1GALT1C1L,CHST4,GALNT1,GALNT10,GALNT11,GALNT12,GALNT13,GALNT14,GALNT15,GALNT2,GALNT3,GALNT4,GALNT5,GALNT6,GALNT7,GALNT8,GALNT9,GCNT1,GCNT3,GCNT4,GXYLT1,GXYLT2,POFUT1,POMGNT1,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST6GAL1,ST6GALNAC2,ST6GALNAC4,XXYLT1"
"GOBP_P38MAPK_CASCADE","GOBP_P38MAPK_CASCADE","AGER,ATF2,BECN1,BMP2,BMP4,CAV3,CYLD,DAB2IP,DLG1,DUSP1,DUSP10,EZR,GADD45A,GADD45B,GADD45G,GDF6,HAND2,HGF,IL1B,KCNJ8,LEP,LGALS9,MAP1LC3A,MAP2K3,MAP2K6,MAP3K20,MAP3K3,MAP3K4,MAP3K5,MAP3K7,MAPK11,MAPK14,MAPKAPK2,MFHAS1,MINK1,MIR181A2,MIR181B1,MIR181D,MIR20A,NCF1,OPRK1,PER1,PHLPP1,PJA2,PRMT1,PTPN22,RASGRP1,RELL1,RELL2,SASH1,SPHK1,SPI1,STK39,TREM2,ULK4,VEGFA,XDH,ZC3H12A,ZFP36,ZFP36L1"
"GOBP_PANCREAS_DEVELOPMENT","GOBP_PANCREAS_DEVELOPMENT","ACVR2B,AKT1,ALDH1A2,BAD,BAK1,BHLHA15,BMAL1,BMP4,BMP5,BMP6,CCDC39,CCDC40,CDH2,CDK6,CELA1,CLOCK,CTNNB1,DLL1,DNAAF1,EIF2AK3,FGF10,FOXA2,FOXF1,GATA6,GDF11,GIP,GIPR,GSK3A,GSK3B,HES1,HNF1A,HNF1B,IGF2,IHH,IL6,IL6R,ILDR2,INSM1,INSR,ISL1,MEIS2,MET,MIR541,MNX1,NEUROD1,NKX2-2,NKX3-2,NKX6-1,NKX6-2,NPHP3,NR5A2,ONECUT1,ONECUT2,PAX6,PCSK1,PDPK1,PDX1,PROX1,PTF1A,RBM4,RFX3,RFX6,RHEB,SELENOT,SHH,SIDT2,SMAD2,SMO,SOX4,SOX9,SRP54,TCF7L2,WFS1,WLS,WNT5A,ZIC3,ZNF800,ZNF808"
"GOBP_PANCREATIC_A_CELL_DIFFERENTIATION","GOBP_PANCREATIC_A_CELL_DIFFERENTIATION","GATA6,HES1,INSM1,NEUROD1,NKX2-2,NKX6-1,NKX6-2,ONECUT1,PAX6,RFX6"
"GOBP_PANCREATIC_JUICE_SECRETION","GOBP_PANCREATIC_JUICE_SECRETION","AQP1,AQP5,CEL,COPA,NR1H2,NR1H3,SCT,SPINK1,STK39,WNK1,WNK3,WNK4"
"GOBP_PANTOTHENATE_METABOLIC_PROCESS","GOBP_PANTOTHENATE_METABOLIC_PROCESS","AASDHPPT,PANK2,PANK4,SLC25A16,SLC25A42,VNN1,VNN2"
"GOBP_PARACRINE_SIGNALING","GOBP_PARACRINE_SIGNALING","CD34,CGAS,FGF2,PDGFB,PGR,SERPINB3,TNFSF11"
"GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","AIF1,ESPN,FMN2,FSCN1,SPIRE1,SPIRE2,USH1C"
"GOBP_PARANODAL_JUNCTION_ASSEMBLY","GOBP_PARANODAL_JUNCTION_ASSEMBLY","ANK2,CD9,CNTNAP1,EPB41L3,GNPAT,UGT8"
"GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT","GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT","ACKR3,ADARB1,EGR2,GDNF,HES1,HOXB1,HOXB2,NAV2,NRP1,NRP2,PHOX2A,PHOX2B,PLXNA3,PLXNA4,SEMA3A,SEMA3F,SIX1,TBX1,TFAP2A"
"GOBP_PARATHYROID_GLAND_DEVELOPMENT","GOBP_PARATHYROID_GLAND_DEVELOPMENT","CRKL,FOXI3,GATA3,GCM2,HOXA3,TBX1,TGFBR1"
"GOBP_PARAXIAL_MESODERM_DEVELOPMENT","GOBP_PARAXIAL_MESODERM_DEVELOPMENT","BMPR1A,DLL3,EPB41L5,EXOC4,FGFR1,FOXC1,FOXC2,LEF1,NUP133,POGLUT1,SMAD2,SMAD3,TCF15,TEAD2,WNT11,WNT3A,WNT5A,YAP1,ZIC3"
"GOBP_PARAXIAL_MESODERM_FORMATION","GOBP_PARAXIAL_MESODERM_FORMATION","EXOC4,FOXC1,FOXC2,LEF1,WNT11,WNT3A,WNT5A"
"GOBP_PARAXIAL_MESODERM_MORPHOGENESIS","GOBP_PARAXIAL_MESODERM_MORPHOGENESIS","BMPR1A,EXOC4,FOXC1,FOXC2,LEF1,SMAD2,SMAD3,WNT11,WNT3A,WNT5A"
"GOBP_PARENTAL_BEHAVIOR","GOBP_PARENTAL_BEHAVIOR","AVP,AVPR1A,BRINP1,DBH,DRD1,FEV,MBD2,NPAS1,NR3C1,OPRK1,OXT,OXTR,PTEN,ZFX"
"GOBP_PARKIN_MEDIATED_STIMULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION","GOBP_PARKIN_MEDIATED_STIMULATION_OF_MITOPHAGY_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION","HDAC6,MFN2,OPTN,PRKN,VDAC1,VPS13C"
"GOBP_PARTURITION","GOBP_PARTURITION","CRH,CRHR1,CYP1A1,EDN1,HPGD,LDOC1,MAFF,MMP2,NODAL,OXTR,PLA2G4B,PLA2G4C,PTAFR,PTGFR,RXFP1"
"GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT","GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT","FOXD1,HES5,IRX1,IRX2,IRX3,OSR1,PAX2,PAX8"
"GOBP_PENETRATION_OF_ZONA_PELLUCIDA","GOBP_PENETRATION_OF_ZONA_PELLUCIDA","ACR,B4GALT1,DKKL1,HEXB,HYAL3,PITHD1,PPP3R2,SMCP,TNP2"
"GOBP_PENILE_ERECTION","GOBP_PENILE_ERECTION","ACVR2A,ADA,CNR1,EDNRB,OXT,OXTR,P2RY1"
"GOBP_PENTOSE_METABOLIC_PROCESS","GOBP_PENTOSE_METABOLIC_PROCESS","DCXR,DHDH,FGGY,FKRP,G6PD,NUDT5,OTOG,OTOGL,PGD,RBKS,RPIA,UXS1,XYLB"
"GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH","GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH","RPE,RPEL1,RPIA,SHPK,TALDO1,TKT"
"GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX","B2M,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5"
"GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX","B2M,CALR,HLA-A,PDIA3,TAPBP,TAPBPL"
"GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX","GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX","B2M,CALR,HLA-A,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,PDIA3,TAPBP,TAPBPL"
"GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS","GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS","AASDH,BDH2,BLOC1S6,CHAC1,CHAC2,DMD,ELANE,FURIN,GCLC,GCLM,GGT1,GGT3P,GGT5,GGT6,GGT7,GSS,HAGH,LGALS4,MGST2,MMP7,NFE2L2,NOD2,PCSK1,PCSK5,SLC1A1,SLC1A2,SLC7A11"
"GOBP_PEPTIDE_CATABOLIC_PROCESS","GOBP_PEPTIDE_CATABOLIC_PROCESS","ACE,ADAMTS13,ANPEP,CPA4,CPQ,CTSH,ECE1,ENPEP,ERAP1,ERAP2,IDE,LNPEP,LTA4H,LVRN,MME,NAALADL1,NPEPPS,NPEPPSP1,TPP1,TRHDE"
"GOBP_PEPTIDE_CROSS_LINKING","GOBP_PEPTIDE_CROSS_LINKING","ABCA7,ANXA1,COL3A1,CSTA,DSP,EPB42,EVPL,F13A1,FLG,FN1,IVL,KRT1,KRT10,KRT2,LORICRIN,PI3,SPRR1A,SPRR1B,SPRR2E,TGM1,TGM2,TGM3,TGM4,TGM5,TGM6,TGM7,THBS1"
"GOBP_PEPTIDE_METABOLIC_PROCESS","GOBP_PEPTIDE_METABOLIC_PROCESS","AASDH,ABCB9,ACE,ADAMTS13,AEBP1,ANPEP,BDH2,BLOC1S6,CHAC1,CHAC2,CLN5,CMA1,CPA4,CPD,CPE,CPM,CPN1,CPQ,CPZ,CTSH,DMD,DNPEP,ECE1,ELANE,ENPEP,ERAP1,ERAP2,FURIN,GCLC,GCLM,GGT1,GGT2P,GGT3P,GGT5,GGT6,GGT7,GSS,HAGH,HM13,IDE,IMMP1L,IMMP2L,LANCL1,LANCL2,LANCL3,LGALS4,LNPEP,LTA4H,LVRN,MGST2,MIPEP,MME,MMP7,NAALADL1,NFE2L2,NLN,NOD2,NPEPPS,NPEPPSP1,PAM,PARL,PCSK1,PCSK5,PGLYRP2,SEC11A,SEC11B,SEC11C,SLC1A1,SLC1A2,SLC7A11,SPCS1,SPCS2,SPCS3,SPPL3,TAPBP,THOP1,TPP1,TRHDE"
"GOBP_PEPTIDE_MODIFICATION","GOBP_PEPTIDE_MODIFICATION","GGT1,GGT2P,GGT3P,LANCL1,LANCL2,LANCL3,PAM,PGLYRP2"
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS","GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS","LYG1,LYG2,PGLYRP1,PGLYRP2,PGLYRP3,PGLYRP4"
"GOBP_PEPTIDYL_ARGININE_METHYLATION","GOBP_PEPTIDYL_ARGININE_METHYLATION","CARM1,NDUFAF7,PRMT1,PRMT2,PRMT3,PRMT5,PRMT6,PRMT7,PRMT8,PRMT9"
"GOBP_PEPTIDYL_ARGININE_METHYLATION_TO_ASYMMETRICAL_DIMETHYL_ARGININE","GOBP_PEPTIDYL_ARGININE_METHYLATION_TO_ASYMMETRICAL_DIMETHYL_ARGININE","CARM1,PRMT1,PRMT2,PRMT3,PRMT6,PRMT7,PRMT8,PRMT9"
"GOBP_PEPTIDYL_ARGININE_MODIFICATION","GOBP_PEPTIDYL_ARGININE_MODIFICATION","CARM1,KRTCAP2,NDUFAF5,NDUFAF7,PARK7,PRMT1,PRMT2,PRMT3,PRMT5,PRMT6,PRMT7,PRMT8,PRMT9"
"GOBP_PEPTIDYL_CYSTEINE_MODIFICATION","GOBP_PEPTIDYL_CYSTEINE_MODIFICATION","ACE,ATP2B4,CHCHD4,CLIP3,DMD,GAPDH,GOLGA7,GOLGA7B,HHAT,MIR132,MIR212,NCOA7,NOS1,NOS1AP,NOS2,OXR1,PARK7,PRDX3,RAB6A,S100A8,S100A9,SNTA1,TBC1D24,TXN,ZDHHC1,ZDHHC11,ZDHHC11B,ZDHHC12,ZDHHC14,ZDHHC15,ZDHHC18,ZDHHC19,ZDHHC2,ZDHHC20,ZDHHC21,ZDHHC22,ZDHHC23,ZDHHC24,ZDHHC3,ZDHHC4,ZDHHC6,ZDHHC7,ZDHHC8,ZDHHC9"
"GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION","GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION","AGBL1,AGBL2,AGBL4,AGBL5,AGTPBP1,CEP41,CFAP20,FOLH1,FOLH1B,GGCX,NAA20,NAA80,TPGS1,TTLL1,TTLL10,TTLL11,TTLL13,TTLL2,TTLL3,TTLL4,TTLL5,TTLL6,TTLL7,TTLL8,TTLL9,VKORC1,VKORC1L1"
"GOBP_PEPTIDYL_HISTIDINE_MODIFICATION","GOBP_PEPTIDYL_HISTIDINE_MODIFICATION","DNAJC24,DPH1,DPH2,DPH3,DPH5,DPH6,DPH7,METTL18,SETD3"
"GOBP_PEPTIDYL_LYSINE_ACETYLATION","GOBP_PEPTIDYL_LYSINE_ACETYLATION","ATAT1,BAG6,BLOC1S1,CREBBP,DIP2A,DIP2B,EP300,ESCO1,HDAC2,HINT2,KAT2A,KAT2B,KAT5,KAT7,KLF15,NAT8,NAT8B,PML,PRKAA1,PRKAA2,SIRT1,SOX4"
"GOBP_PEPTIDYL_LYSINE_DEACETYLATION","GOBP_PEPTIDYL_LYSINE_DEACETYLATION","HDAC4,HDAC6,HDAC9,SIRT2,SIRT3,SIRT4"
"GOBP_PEPTIDYL_LYSINE_HYDROXYLATION","GOBP_PEPTIDYL_LYSINE_HYDROXYLATION","JMJD6,P3H3,P3H4,PLOD1,PLOD2,PLOD3,VIPAS39,VPS33B"
"GOBP_PEPTIDYL_LYSINE_METHYLATION","GOBP_PEPTIDYL_LYSINE_METHYLATION","ANTKMT,ATPSCKMT,CSKMT,EEF1AKMT1,EEF1AKMT2,EEF1AKMT3,EEF2KMT,EHMT1,EHMT2,ETFBKMT,FAM86B1,FAM86B2,KMT5A,METTL18,METTL21A,METTL21C,METTL21EP,METTL23,SETD2,SETD3,SETD4,SETD6,SETD7,SMYD2,VCPKMT"
"GOBP_PEPTIDYL_LYSINE_MONOMETHYLATION","GOBP_PEPTIDYL_LYSINE_MONOMETHYLATION","CSKMT,EHMT1,KMT5A,METTL18,SETD3,SETD4,SETD6,SETD7,SMYD2"
"GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION","GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION","ANTKMT,ATPSCKMT,CSKMT,EEF2KMT,ETFBKMT,FAM86B1,FAM86B2,SETD2,SETD3,SETD4,VCPKMT"
"GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION","GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION","CLIP3,GOLGA7,GOLGA7B,ZDHHC1,ZDHHC11,ZDHHC11B,ZDHHC12,ZDHHC14,ZDHHC15,ZDHHC18,ZDHHC19,ZDHHC2,ZDHHC20,ZDHHC21,ZDHHC22,ZDHHC23,ZDHHC24,ZDHHC3,ZDHHC4,ZDHHC6,ZDHHC7,ZDHHC8,ZDHHC9"
"GOBP_PEPTIDYL_METHIONINE_MODIFICATION","GOBP_PEPTIDYL_METHIONINE_MODIFICATION","APOA1,APOA2,METAP1,METAP1D,METAP2,NAA15,NAA16,NAA20,NAA25,NAA60,PDF"
"GOBP_PEPTIDYL_PROLINE_HYDROXYLATION","GOBP_PEPTIDYL_PROLINE_HYDROXYLATION","CRTAP,EGLN1,EGLN2,EGLN3,OGFOD1,P3H2,P4HA1,P4HA2,P4HA3,P4HB,P4HTM"
"GOBP_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE","GOBP_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE","EGLN1,EGLN2,EGLN3,P4HA1,P4HA2,P4HA3,P4HB,P4HTM"
"GOBP_PEPTIDYL_PROLINE_MODIFICATION","GOBP_PEPTIDYL_PROLINE_MODIFICATION","CRTAP,EGLN1,EGLN2,EGLN3,FKBP1A,FKBP1B,FKBP1C,FKBP4,FKBP5,NKTR,NTMT1,OGFOD1,P3H2,P4HA1,P4HA2,P4HA3,P4HB,P4HTM,PIN1,PPIA,PPIAL4A,PPIAL4C,PPIAL4D,PPIAL4E,PPIAL4F,PPIAL4G,PPIAL4H,PPIB,PPIC,PPID,PPIE,PPIF,PPIG,PPIH,PPIL1,PPIL3,PPWD1"
"GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION","GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION","ATM,DYRK1A,ERN1,MAP2K2,MARK3,PIKFYVE,PINK1,RIPK1"
"GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION","GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION","DUSP1,NCK1,NCK2,PPM1F,PPP1R15A,PPP1R15B,PPP1R16B,PPP2CA,PPP2CB,PPP3CA,PPP5C,PPTC7,SWAP70,YWHAE"
"GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION","GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION","DUSP1,DUSP10,DUSP18,DUSP5,PDP1,PGAM5,PPM1A,PPM1B,PPM1D,PPM1E,PPM1F,PPM1G,PPM1K,PPM1N,PPP2CA,PPP2CB,PPP5C"
"GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION","GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION","AATK,ABL1,ALK,CAV1,DDR1,DYRK1A,EGFR,GREM1,IGF1R,KDR,LCK,LTK,MAPK3,NTRK1,PTK2B,SRMS"
"GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION","GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION","ACP4,DUSP1,DUSP10,DUSP16,DUSP18,DUSP2,DUSP21,DUSP22,DUSP3,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,PTPN1,PTPN11,PTPN12,PTPN13,PTPN2,PTPN6,PTPN9,PTPRB,PTPRF,PTPRJ,PTPRO,PTPRQ,PTPRS,PTPRT,PTPRZ1,TNS2,UBASH3B"
"GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","ACP4,DUSP10,DUSP3,PTPN1,PTPRB,PTPRO,PTPRQ,PTPRT"
"GOBP_PERICARDIUM_DEVELOPMENT","GOBP_PERICARDIUM_DEVELOPMENT","BMP2,BMP5,BMP7,CCM2,DLL4,FLRT3,HAND2,HEG1,NKX2-6,NOTCH1,RPGRIP1L,SETD2,SMAD2,SMAD3,SOS1,TBX20,TBX5,WNT5A,WT1"
"GOBP_PERICARDIUM_MORPHOGENESIS","GOBP_PERICARDIUM_MORPHOGENESIS","BMP5,BMP7,DLL4,FLRT3,NOTCH1,SOS1,TBX20,WNT5A"
"GOBP_PERICYTE_CELL_DIFFERENTIATION","GOBP_PERICYTE_CELL_DIFFERENTIATION","ACTA2,BMP4,CD34,EPHA2,FOXC2,GPR4,NOTCH1,OSR1,PDGFB,SPI1,WNT4"
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT","GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT","ADGRG6,AKT1,AKT2,ARHGEF10,CNTNAP1,COL6A1,DAG1,DICER1,FA2H,ILK,ITGB4,LGI4,MYOC,NCMAP,NDRG1,NF1,NTRK2,PALS1,PARD3,PLEC,POU3F1,POU3F2,PPP3R1,PRX,SH3TC2,SIRT2,SKI,SLC25A46,SOD1"
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION","GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION","APOA4,APOD,CERS2,MAP1B,MIR221,MIR222,MMP2,NEFL,TNC,TSPO"
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT","GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT","ADGRB1,ADGRB2,ADGRG6,AKT1,AKT2,ALDH3A2,ARHGEF10,ARTN,ASCL1,ASIC2,CDK1,CDK5,CITED2,CLDN1,CNTNAP1,COL6A1,DAG1,DICER1,EDNRB,EGR2,EGR3,ERBB2,ERBB3,ETV1,FA2H,GDNF,GFRA3,GPC1,GRB2,GSTM3,HAND2,HAPLN2,HOXD10,HOXD9,HRAS,ILK,ISL1,ISL2,ITGB4,LAMA2,LAMB2,LGI4,MAP2K1,MAP2K2,MAPK1,MAPK3,MED12,MYOC,NAB1,NAB2,NCMAP,NDRG1,NEFH,NEUROG3,NF1,NFASC,NHLH2,NTRK2,ONECUT2,PALS1,PARD3,PLEC,PLXNA4,PMP22,POU3F1,POU3F2,POU4F1,PPP3R1,PRX,RAF1,RELA,RUNX1,RUNX3,SCN8A,SERPINI1,SH3TC2,SIRT2,SKI,SLC25A46,SLC5A3,SOD1,SOS1,SOX10,SOX8,TBCE,UGT8"
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE","GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE","AKT1,AKT2,FA2H,NDRG1,PALS1,PLEC,PRX,SH3TC2,SOD1"
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION","GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION","ASCL1,ETV1,HAND2,HOXD10,HOXD9,ISL1,ISL2,NEFH,NTRK2,ONECUT2,POU4F1,RUNX1,RUNX3,SLC25A46,TBCE"
"GOBP_PERISTALSIS","GOBP_PERISTALSIS","DCANP1,DLG1,DRD1,DRD2,GDNF,NEUROG1,P2RX2,P2RX3,SSTR2,TBX2,TBX3,TIFAB"
"GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE","GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE","ABCA7,AGR2,ATF4,BOK,DDIT3,DDRGK1,EIF2AK3,EIF2S1,HSPA5,NCK1,NCK2,NFE2L2,PPP1R15A,PPP1R15B,PTPN1,PTPN2,QRICH1,RPAP2,TMED2,TMEM33"
"GOBP_PEROXISOMAL_TRANSPORT","GOBP_PEROXISOMAL_TRANSPORT","ABCD1,ABCD2,ABCD3,ABCD4,LONP2,PEX1,PEX10,PEX12,PEX13,PEX14,PEX16,PEX19,PEX2,PEX26,PEX3,PEX5,PEX5L,PEX6,PEX7,RAB8B,TRIM37,USP9X"
"GOBP_PEROXISOME_FISSION","GOBP_PEROXISOME_FISSION","ACOT8,CRYZL2P-SEC16B,DNM1L,FIS1,MFF,PEX11A,PEX11B,PEX11G,PEX19,SEC16B"
"GOBP_PEROXISOME_ORGANIZATION","GOBP_PEROXISOME_ORGANIZATION","ABCD1,ABCD2,ABCD3,ABCD4,ACOT8,CRYZL2P-SEC16B,DNM1L,FIS1,HACL1,LONP2,MAVS,MFF,PEX1,PEX10,PEX11A,PEX11B,PEX11G,PEX12,PEX13,PEX14,PEX16,PEX19,PEX2,PEX26,PEX3,PEX5,PEX5L,PEX6,PEX7,PJVK,PLAAT3,RAB8B,SEC16B,TMEM135,TRIM37,USP9X,ZFAND6"
"GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","ACTN4,ALOX15,ALOX15B,ALOXE3,ASXL1,ASXL2,BMP2,CITED2,FABP5,FAM120B,GPS2,LEP,LMO3,MED1,MIR34A,NCOA1,NCOA2,PDK3,PLIN5,PPARG,PTGIS,RXRA,SIRT1,TWIST1"
"GOBP_PEXOPHAGY","GOBP_PEXOPHAGY","ACBD5,ATM,PEX2,PEX5,PJVK,SQSTM1,USP30"
"GOBP_PHAGOCYTOSIS_ENGULFMENT","GOBP_PHAGOCYTOSIS_ENGULFMENT","ABCA1,ABCA7,ADGRB1,AIF1,ALOX15,ANO6,APPL2,ARHGAP12,ARHGAP25,BECN1,BIN2,C3,CD300A,CD36,CDC42,CLCN2,CLCN3,DOCK1,ELMO1,F2RL1,FCGR1A,FCGR2B,GATA2,GSN,GULP1,HAVCR1,ITGA2,ITGAM,ITGB2,MARCO,MEGF10,MSR1,MYH9,NCKAP1L,PLCG2,RAB31,RAC1,RAC3,SH3BP1,STAP1,THBS1,TIMD4,TREM2,VAMP7,XKR4,XKR5,XKR6,XKR7,XKR8,XKR9"
"GOBP_PHAGOCYTOSIS_RECOGNITION","GOBP_PHAGOCYTOSIS_RECOGNITION","ADGRB1,C4B,C4BPA,C4BPB,CD36,CFP,CLEC7A,COLEC10,COLEC11,COLEC12,CRP,FCGR1A,FCN1,FCN2,FCN3,JMJD6,LBP,MBL2,MEGF10,MYO18A,PEAR1,PLA2G5,PTX3,SCARB1,SFTPA1,SPON2,TREM2,TUB,TULP1"
"GOBP_PHAGOLYSOSOME_ASSEMBLY","GOBP_PHAGOLYSOSOME_ASSEMBLY","ARL8B,CLN3,CORO1A,MYO7A,P2RX7,PIKFYVE,PLA2G5,RAB14,RAB20,RAB34,RAB39A,RAB7A,RAB7B,SPG11,SRPX,SYT7,TMEM175,VIPAS39,VPS33B"
"GOBP_PHAGOSOME_ACIDIFICATION","GOBP_PHAGOSOME_ACIDIFICATION","RAB20,RAB38,RAB39A,RAB7A,SLAMF8,SLC4A7,TCIRG1"
"GOBP_PHAGOSOME_LYSOSOME_FUSION","GOBP_PHAGOSOME_LYSOSOME_FUSION","ARL8B,CLN3,PIKFYVE,PLA2G5,RAB20,RAB34,RAB39A,RAB7A,RAB7B,SPG11,SYT7,TMEM175,VIPAS39,VPS33B"
"GOBP_PHAGOSOME_MATURATION","GOBP_PHAGOSOME_MATURATION","ARL8B,CLN3,CORO1A,MCOLN1,MREG,MYO7A,P2RX7,PIKFYVE,PLA2G5,RAB14,RAB20,RAB31,RAB32,RAB34,RAB38,RAB39A,RAB43,RAB7A,RAB7B,SLAMF8,SLC4A7,SLC9A9,SPG11,SRPX,SYT11,SYT7,TCIRG1,TMEM175,VIPAS39,VPS33B"
"GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS","GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS","ADGRF5,BMP4,BMPR1A,BMPR2,EDN1,EDNRA,FOLR1,HES1,NOG,TGFB2"
"GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT","GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT","ACVR1,ADGRF5,BMP4,BMP5,BMP7,BMPR1A,BMPR2,ECE1,EDN1,EDNRA,EYA1,FGF8,FOLR1,FOXI3,GATA3,HES1,HOXA2,ISL1,NKX2-5,NKX2-6,NKX3-1,NOG,PLXNA2,PTCH1,RIPPLY3,SIX1,SIX4,TBX1,TBX2,TGFB2,TGFBR1"
